pdc oahuShape  1700209   {Class 3}				OTHER_ROADS   48
pdc oahuShape  1700210   {Class 4}				OTHER_ROADS   49
pdc oahuShape  1700211   {Trail, other than 4WD}		TRAILS	      40
pdc oahuShape  1700212   {Trail, 4WD}				TRAILS	      51
pdc oahuShape  1700213   Footbridge  	       	       	       	TRAILS	      52
pdc oahuShape  1700214   {Road ferry crossing}       	       	WATER	      53
pdc oahuShape  1700215   {Perimeter of parking area}	       	URBAN	      54
pdc oahuShape  1700217   {Class 3, divided by centerline}	OTHER_ROADS   55
pdc oahuShape  1700218   {Class 3, divided, lanes separated}	OTHER_ROADS   56
pdc oahuShape  1700222   {Road in transition}			OTHER_ROADS   57
pdc oahuShape  1700401   {Traffic circle}              	        ROADS	      58
pdc oahuShape  1700402   {Cloverleaf or interchange} 	       	ROADS	      59
pdc oahuShape  1700405   {Nonstandard section or road}       	OTHER_ROADS   60
pdc kauaiShape  0   Ocean                                WATER          0
pdc kauaiShape  1   {Shrub & Brush Rangeland}            SHRUB          1
pdc kauaiShape  2   Lakes                                WATER          2
pdc kauaiShape  3   {Forested Wetland}                   WETLANDS       3
pdc kauaiShape  4   {Herbaceous Rangeland}               GRASSLAND      4
pdc kauaiShape  5   {Mixed Rangelands}                   SHRUB          5
pdc kauaiShape  6   {Sandy Areas other than Beaches}     BARREN         6
pdc kauaiShape  7   {Bare Exposed Rock}                  BARREN         7
pdc kauaiShape  8   {Trans., Comm., & Utilities}         URBAN          8
pdc kauaiShape  9   {Beaches}                            WATER          9
pdc kauaiShape 10   {Coniferous Forest Land}             FOREST        10
pdc kauaiShape 11   {Other Urban}                        URBAN         11
pdc kauaiShape 12   {Bays & Estuaries}                   WATER         12
pdc kauaiShape 13   {Strip Mines, Quarries, Gravel Pits} BARREN        13
pdc kauaiShape 14   Residential                          URBAN         14
pdc kauaiShape 15   {Commercial & Services}              URBAN         15
pdc kauaiShape 16   Industrial                           URBAN         16
pdc kauaiShape 17   {Cropland & Pasture}                 AGRICULTURE   17
pdc kauaiShape 18   {Non-Forested Wetland}               WETLANDS      18
pdc kauaiShape 19   {Other Agricultural Land}            AGRICULTURE   19
pdc kauaiShape 20   Reservoirs                           WATER         20
pdc kauaiShape 21   Orchards                             FOREST        21
pdc kauaiShape 301   {Left Bank (of stream/river)}       DRAINAGE      -2
pdc kauaiShape 302   Manmade                             DRAINAGE      -2
pdc kauaiShape 305   Stream                              DRAINAGE      -2
pdc kauaiShape 307   Aqueduct                            DRAINAGE      -2
pdc kauaiShape 309   Ditch                               DRAINAGE      -2
pdc kauaiShape 481  {Major Roads}                        ROADS         -1
pdc kauaiShape 482  {Other Roads}                        OTHER_ROADS   -1
pdc kauaiShape 480  {4WD Roads}                          TRAILS        -1
pdc kauaiShape   500001   {Upper origin of stream}             DRAINAGE     101
pdc kauaiShape   500002   {Upper origin of stream at body}     DRAINAGE     102
pdc kauaiShape   500004   {Stream entering water body}         DRAINAGE     103
pdc kauaiShape   500005   {Stream exiting water body}          DRAINAGE     104
pdc kauaiShape   500101   Reservoir                            WATER        105
pdc kauaiShape   500102   {Covered reservoir}                  WATER        106
pdc kauaiShape   500106   {Fish hatchery or farm}              URBAN        107
pdc kauaiShape   500109   {Sewage disposal pond}               WATER        108
pdc kauaiShape   500111   {Marsh, wetland, swamp, or bog}      WETLANDS     109
pdc kauaiShape   500112   {Mangrove area}                      WETLANDS     110
pdc kauaiShape   500115   {Flats (tidal, mud, sand, gravel)}   BARREN       111
pdc kauaiShape   500116   {Bays, estuaries, gulfs, oceans}     WATER        112
pdc kauaiShape   500117   Shoal                                BARREN       113
pdc kauaiShape   500121   {Obstruction in water area}          WATER        114
pdc kauaiShape   500200   Shoreline                            WATER        115
pdc kauaiShape   500201   {Manmade Shorline}                   WATER        116
pdc kauaiShape   500203   {Indefinite shoreline}               WATER        117
pdc kauaiShape   500301   {Non-flowing well}                   DRAINAGE     118
pdc kauaiShape   500404   {Pumping station}                    URBAN        119
pdc kauaiShape   500406   {Dam or weir}                        URBAN        120
pdc kauaiShape   500410   Rock                                 BARREN       121
pdc kauaiShape   500412   Stream                               DRAINAGE     122
pdc kauaiShape   500414   {Ditch or Canal}                     DRAINAGE     123
pdc kauaiShape   500415   Aqueduct                             DRAINAGE     124
pdc kauaiShape   500416   Flume                                DRAINAGE     125
pdc kauaiShape   500417   Penstock                             URBAN        126
pdc kauaiShape   500418   Siphon                               URBAN        127
pdc kauaiShape   500419   {Channel in water area}              WATER        128
pdc kauaiShape   500421   {Lake or pond}                       WATER        129
pdc kauaiShape  1700001   {Bridge Abutment}			ROADS         37
pdc kauaiShape  1700002   {Tunnel Portal}			ROADS	      38
pdc kauaiShape  1700005   Cul-de-sac				ROADS	      39
pdc kauaiShape  1700006   {Dead end}				URBAN	      40
pdc kauaiShape  1700007   Drawbridge				ROADS	      41
pdc kauaiShape  1700201   {Class 1, undivided}			ROADS	      42
pdc kauaiShape  1700202   {Class 1, divided by centerline}	ROADS	      43
pdc kauaiShape  1700203   {Class 1, divided, separated}	        ROADS	      44
pdc kauaiShape  1700205   {Class 2, undivided}			ROADS  	      45
pdc kauaiShape  1700206   {Class 2, divided by centerline}	ROADS  	      46
pdc kauaiShape  1700207   {Class 2, divided, separated}	        ROADS  	      47
pdc kauaiShape  1700209   {Class 3}				OTHER_ROADS   48
pdc kauaiShape  1700210   {Class 4}				OTHER_ROADS   49
pdc kauaiShape  1700211   {Trail, other than 4WD}		TRAILS	      40
pdc kauaiShape  1700212   {Trail, 4WD}				TRAILS	      51
pdc kauaiShape  1700213   Footbridge  	       	       	       	TRAILS	      52
pdc kauaiShape  1700214   {Road ferry crossing}       	       	WATER	      53
pdc kauaiShape  1700215   {Perimeter of parking area}	       	URBAN	      54
pdc kauaiShape  1700217   {Class 3, divided by centerline}	OTHER_ROADS   55
pdc kauaiShape  1700218   {Class 3, divided, lanes separated}	OTHER_ROADS   56
pdc kauaiShape  1700222   {Road in transition}			OTHER_ROADS   57
pdc kauaiShape  1700401   {Traffic circle}              	        ROADS	      58
pdc kauaiShape  1700402   {Cloverleaf or interchange} 	       	ROADS	      59
pdc kauaiShape  1700405   {Nonstandard section or road}       	OTHER_ROADS   60
pdc hawaiiShape  0   Ocean                                WATER          0
pdc hawaiiShape  1   {Shrub & Brush Rangeland}            SHRUB          1
pdc hawaiiShape  2   Lakes                                WATER          2
pdc hawaiiShape  3   {Forested Wetland}                   WETLANDS       3
pdc hawaiiShape  4   {Herbaceous Rangeland}               GRASSLAND      4
pdc hawaiiShape  5   {Mixed Rangelands}                   SHRUB          5
pdc hawaiiShape  6   {Transitional Areas}                 BARREN         6
pdc hawaiiShape  7   {Bare Exposed Rock}                  BARREN         7
pdc hawaiiShape  8   {Trans., Comm., & Utilities}         URBAN          8
pdc hawaiiShape  9   {Coniferous Forest Land}             FOREST         9
pdc hawaiiShape 10   {Industrial & Commercial Complex}    URBAN         10
pdc hawaiiShape 11   {Other Urban}                        URBAN         11
pdc hawaiiShape 12   {Other Urban}                        URBAN         12
pdc hawaiiShape 13   {Bays & Estuaries}                   WATER         13
pdc hawaiiShape 14   {Strip Mines, Quarries, Gravel Pits} BARREN        14
pdc hawaiiShape 15   Residential                          URBAN         15
pdc hawaiiShape 16   {Commercial & Services}              URBAN         16
pdc hawaiiShape 17   Industrial                           URBAN         17
pdc hawaiiShape 18   {Mixed Urban}                        URBAN         18
pdc hawaiiShape 19   {Cropland & Pasture}                 AGRICULTURE   19
pdc hawaiiShape 20   {Non-Forested Wetland}               WETLANDS      20
pdc hawaiiShape 21   Orchards                             FOREST        21
pdc hawaiiShape 22   {Other Agricultural Land}            AGRICULTURE   22
pdc hawaiiShape 23   Orchards                             FOREST        23
pdc hawaiiShape 301   {Left Bank (of stream/river)}       DRAINAGE      -2
pdc hawaiiShape 302   Manmade                             DRAINAGE      -2
pdc hawaiiShape 305   Stream                              DRAINAGE      -2
pdc hawaiiShape 307   Aqueduct                            DRAINAGE      -2
pdc hawaiiShape 309   Ditch                               DRAINAGE      -2
pdc hawaiiShape 481  {Major Roads}                        ROADS         -1
pdc hawaiiShape 482  {Other Roads}                        OTHER_ROADS   -1
pdc hawaiiShape 480  {4WD Roads}                          TRAILS        -1
pdc hawaiiShape   500001   {Upper origin of stream}             DRAINAGE     101
pdc hawaiiShape   500002   {Upper origin of stream at body}     DRAINAGE     102
pdc hawaiiShape   500004   {Stream entering water body}         DRAINAGE     103
pdc hawaiiShape   500005   {Stream exiting water body}          DRAINAGE     104
pdc hawaiiShape   500101   Reservoir                            WATER        105
pdc hawaiiShape   500102   {Covered reservoir}                  WATER        106
pdc hawaiiShape   500106   {Fish hatchery or farm}              URBAN        107
pdc hawaiiShape   500109   {Sewage disposal pond}               WATER        108
pdc hawaiiShape   500111   {Marsh, wetland, swamp, or bog}      WETLANDS     109
pdc hawaiiShape   500112   {Mangrove area}                      WETLANDS     110
